S K T
Phone No: 9150366098


Cash and Bank Statement
Dated: 2023-04-01-2024-03-31


Date,Type,Txn No,Party,Invoice numbers,Mode,Paid,Received,Balance
2023-11-06,Payment-in,1199,"RAMDEV , Ulundurpet","SKT001655, SKT001640",Cash,0,25250.0,-
2023-11-06,Payment-in,1198,"RAJA CUT PIECE , KALLAKURICHI",SKT001443,Cash,0,7000.0,-
2023-11-05,Add Money,159,"","",Cash,0,10000.0,-
2023-11-05,Reduce Money,145,"","",Online,10000.0,0,-
2023-11-05,Payment-in,1197,"THAJ CUTPIECE CENTER, Vilupuram","SKT001569, SKT001389, SKT001372",Cash,0,48970.0,-
2023-11-05,Payment-in,1196,"SRI POTHYS SILK EMPORIUM , VIRUDHACHALAM,",SKT001356,Cash,0,5000.0,-
2023-11-05,Payment-in,1195,"AJ TEXTILES , Villupram","",Cash,0,26880.0,-
2023-11-05,Payment-in,1194,"BALAJI BANGLE STORE, Virudachalam","SKT001481, SKT001336",Cash,0,4600.0,-
2023-11-05,Payment-in,1193,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM","SKT001689, SKT001303",Cash,0,8000.0,-
2023-11-05,Payment-in,1192,RAJARAM BANGLES. JAYANKONDAM,"SKT001558, SKT001514, SKT001459",Cash,0,50000.0,-
2023-11-04,Payment-in,1191,"JAIN STORES , Attur","SKT001659, SKT001312",Cash,0,19700.0,-
2023-11-04,Payment-in,1190,"BALAJI HOSIERY, Mysore","SKT001425, SKT001325",Cheque,0,25000.0,-
2023-11-04,Payment-in,1189,"K RAJ BANGLES STORE , KALLAKURICHI","SKT001178, SKT001131",Cash,0,15000.0,-
2023-11-04,Payment-in,1188,"SONA BANGLES , Kallakurichi","SKT001396, SKT001355, SKT001326",Cash,0,41500.0,-
2023-11-04,Payment-in,1187,"RAMDEV NOVELTY , THANJAVUR,","SKT001623, SKT001415",Cash,0,17000.0,-
2023-11-03,Payment-in,1186,"ANANTHAM TEXTILES, Pattukottai","SKT001718, SKT001568, SKT001409",Cash,0,28100.0,-
2023-11-03,Payment-in,1185,"BISMI CUT PIECE, PATTUKOTTAI","SKT001570, SKT001519",Cash,0,20000.0,-
2023-11-03,Payment-in,1184,"BISMI CUT PIECE, THANJAUR",SKT001776,Cash,0,10825.0,-
2023-11-03,Payment-in,1183,"Sri Eshwari Cloth Stores , Mysuru","SKT001510, SKT001426",Cheque,0,24000.0,-
2023-11-03,Payment-in,1182,"SANGEETHA FASHIONS , THANJAVUR","SKT001624, SKT001582",Cash,0,10000.0,-
2023-11-03,Expense,1958,"","",Cash,11000.0,0,-
2023-11-03,Expense,1957,"","",Cash,100.0,0,-
2023-11-03,Expense,1956,"","",Cash,250.0,0,-
2023-11-03,Expense,1955,"","",Cash,270.0,0,-
2023-11-03,Expense,1954,"","",Cash,9800.0,0,-
2023-11-02,Payment-in,1181,"RANUJA FANCY STORE , MANNARGUDI","SKT001643, SKT001578",Cash,0,8000.0,-
2023-11-02,Expense,1953,"","",Cash,600.0,0,-
2023-11-02,Expense,1952,"","",Cash,350.0,0,-
2023-11-02,Expense,1951,"","",Cash,50.0,0,-
2023-11-02,Expense,1950,"","",Cash,250.0,0,-
2023-11-02,Payment-in,1180,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001576, SKT001390",Online,0,15000.0,-
2023-11-02,Payment-out,500,"JAGDISH AGENCY , Chennai",565,Cash,2000.0,0,-
2023-11-02,Payment-in,1178,"SANJAY FANCY STORE , Nagapattinam","SKT001652, SKT001586",Cash,0,15000.0,-
2023-11-02,Payment-in,1177,"KAVITA STORES , Karaikal, Puducherry",SKT001626,Cash,0,10000.0,-
2023-11-01,Payment-in,1176,HANEEFA TEXTILES,"SKT001629, SKT001500, SKT001408",Cash,0,33600.0,-
2023-11-01,Payment-in,1175,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI",SKT001571,Cash,0,5000.0,-
2023-11-01,Payment-out,499,"BALAMURUGAN TEXTILES , Erode","540, 534, 400",Online,20574.0,0,-
2023-11-01,Expense,1949,"","",Cash,50.0,0,-
2023-11-01,Payment-out,498,"DEEPA TRADERS , Komarapalayam",518,Online,7600.0,0,-
2023-11-01,Expense,1948,"","",Cash,140.0,0,-
2023-11-01,Expense,1947,"","",Cash,30.0,0,-
2023-11-01,Payment-in,1174,"AMBIKA FANCY STORE, Chidambaram","SKT001530, SKT001458",Cash,0,10000.0,-
2023-11-01,Payment-in,1173,"DIAMOND FANCY STORE , VANDAVASI","SKT001493, SKT001465, SKT001435",Online,0,10000.0,-
2023-10-31,Expense,1946,"","",Cash,300.0,0,-
2023-10-31,Expense,1945,"","",Bank,200.0,0,-
2023-10-31,Expense,1944,"","",Cash,60.0,0,-
2023-10-31,Expense,1943,"","",Cash,3000.0,0,-
2023-10-31,Expense,1942,"","",Cash,800.0,0,-
2023-10-31,Expense,1941,"","",Cash,500.0,0,-
2023-10-31,Payment-in,1172,"LABDHEE ENTERPRISES , Chennai","SKT001625, SKT001590",Cash,0,5175.0,-
2023-10-30,Payment-in,1171,"SUNDHA FANCY STORE , THURAIYUR","SKT001398, SKT001340",Online,0,10000.0,-
2023-10-30,Expense,1940,"","",Cash,300.0,0,-
2023-10-30,Expense,1939,"","",Cash,30.0,0,-
2023-10-30,Expense,1938,"","",Cash,50.0,0,-
2023-10-28,Expense,1937,"","",Cash,5400.0,0,-
2023-10-28,Expense,1936,"","",Cash,140.0,0,-
2023-10-28,Expense,1935,"","",Cash,50.0,0,-
2023-10-28,Expense,1934,"","",Cash,50.0,0,-
2023-10-28,Payment-out,497,"K.L.M TEXTILES , Erode",452,Cash,7518.0,0,-
2023-10-28,Payment-out,496,"VIVEK CAP AGENCY , Chennai",334,Cash,25732.0,0,-
2023-10-27,Expense,1933,"","",Cash,70.0,0,-
2023-10-27,Payment-in,1170,HANEEFA TEXTILES,SKT001408,Online,0,19283.0,-
2023-10-27,Expense,1932,"","",Cash,5.0,0,-
2023-10-27,Expense,1931,"","",Cash,200.0,0,-
2023-10-27,Expense,1930,"","",Cash,50.0,0,-
2023-10-27,Expense,1929,"","",Cash,1700.0,0,-
2023-10-27,Expense,1928,"","",Cash,30.0,0,-
2023-10-27,Expense,1927,"","",Cash,140.0,0,-
2023-10-26,Payment-in,1169,CASH SALES,"SKT001683, SKT001553",Cash,0,740.0,-
2023-10-26,Expense,1926,"","",Cash,250.0,0,-
2023-10-26,Payment-out,495,"BANKE BIHARI METAL WORKS ,Aligarh","477, 457, 456, 427",Cash,50000.0,0,-
2023-10-25,Expense,1925,"","",Cash,250.0,0,-
2023-10-25,Expense,1924,"","",Cash,16000.0,0,-
2023-10-25,Expense,1923,"","",Cash,550.0,0,-
2023-10-25,Expense,1922,"","",Cash,200.0,0,-
2023-10-24,Expense,1921,"","",Cash,30.0,0,-
2023-10-24,Expense,1920,"","",Cash,60.0,0,-
2023-10-23,Add Money,158,"","",Bank,0,8900.0,-
2023-10-23,Reduce Money,144,"","",Bank,8900.0,0,-
2023-10-23,Expense,1919,"","",Cash,1000.0,0,-
2023-10-23,Expense,1918,"","",Cash,250.0,0,-
2023-10-23,Payment-out,494,JN Sodagar hosiery ,"",Online,35595.0,0,-
2023-10-21,Payment-in,1167,"37 CREATIONS, Chennai",SKT001676,Cheque,0,3900.0,-
2023-10-21,Payment-in,1166,"SANTHOSH PLASTICS , TINDIVANAM","SKT001354, SKT001353",Online,0,20000.0,-
2023-10-21,Expense,1917,"","",Cash,70.0,0,-
2023-10-21,Expense,1916,"","",Cash,150.0,0,-
2023-10-21,Expense,1915,"","",Cash,1500.0,0,-
2023-10-21,Payment-in,1165,"LABDHEE ENTERPRISES , Chennai","SKT001606, SKT001590",Cash,0,3420.0,-
2023-10-21,Payment-in,1164,"RAJA CUT PIECE , KALLAKURICHI","",Online,0,5000.0,-
2023-10-20,Expense,1914,"","",Cash,40.0,0,-
2023-10-20,Expense,1913,"","",Cash,50.0,0,-
2023-10-20,Expense,1912,"","",Bank,1989.0,0,-
2023-10-20,Expense,1911,"","",Bank,239.0,0,-
2023-10-20,Expense,1910,"","",Cash,30.0,0,-
2023-10-20,Expense,1909,"","",Cash,220.0,0,-
2023-10-19,Expense,1908,"","",Cash,70.0,0,-
2023-10-19,Expense,1907,"","",Cash,20.0,0,-
2023-10-19,Expense,1906,"","",Cash,7350.0,0,-
2023-10-18,Expense,1905,"","",Cash,70.0,0,-
2023-10-18,Expense,1904,"","",Cash,20.0,0,-
2023-10-18,Reduce Money,143,"","",Bank,3900.0,0,-
2023-10-18,Add Money,157,"","",Bank,0,3900.0,-
2023-10-18,Add Money,156,"","",Bank,0,3900.0,-
2023-10-18,Reduce Money,142,"","",Bank,3900.0,0,-
2023-10-18,Add Money,155,"","",Bank,0,3900.0,-
2023-10-18,Reduce Money,141,"","",Bank,3900.0,0,-
2023-10-18,Payment-out,493,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-10-18,Payment-out,492,UKESH LOAN BOI,"",Cash,11000.0,0,-
2023-10-18,Add Money,154,"","",Cash,0,16200.0,-
2023-10-18,Expense,1903,"","",Bank,20.0,0,-
2023-10-18,Expense,1902,"","",Cash,3000.0,0,-
2023-10-18,Expense,1901,"","",Cash,30.0,0,-
2023-10-18,Expense,1900,"","",Cash,140.0,0,-
2023-10-18,Payment-in,1163,"S. SEKAR TEXTILES , Chennai","SKT001476, SKT001260",Online,0,19854.0,-
2023-10-17,Expense,1899,"","",Cash,70.0,0,-
2023-10-17,Expense,1898,"","",Cash,50.0,0,-
2023-10-17,Expense,1897,"","",Cash,280.0,0,-
2023-10-17,Payment-out,491,New narasingh hosiery,"",Cheque,122514.0,0,-
2023-10-17,Payment-out,490,Parkar &co ,"",Cash,45000.0,0,-
2023-10-17,Payment-out,489,JN Sodagar hosiery ,"",Cash,33900.0,0,-
2023-10-17,Payment-out,488,New narasingh hosiery,"",Cash,129920.0,0,-
2023-10-17,Add Money,153,"","",Online,0,70000.0,-
2023-10-17,Reduce Money,140,"","",Cash,70000.0,0,-
2023-10-17,Payment-out,487,"GULSHAN KNITWEARS , LUDHIANA","318, 317",Cash,100000.0,0,-
2023-10-17,Add Money,152,"","",Cash,0,500000.0,-
2023-10-16,Expense,1896,"","",Cash,50.0,0,-
2023-10-16,Expense,1895,"","",Cash,30.0,0,-
2023-10-16,Expense,1894,"","",Cash,140.0,0,-
2023-10-15,Payment-in,1162,"37 CREATIONS, Chennai",SKT001648,Cheque,0,3900.0,-
2023-10-14,Reduce Money,139,"","",Bank,1150.0,0,-
2023-10-14,Add Money,151,"","",Cash,0,1150.0,-
2023-10-14,Payment-out,486,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","536, 530, 529, 486",Cash,150000.0,0,-
2023-10-14,Reduce Money,138,"","",Bank,5014.0,0,-
2023-10-14,Add Money,150,"","",Cash,0,5014.0,-
2023-10-14,Expense,1893,"","",Cash,60.0,0,-
2023-10-14,Expense,1892,"","",Cash,540.0,0,-
2023-10-14,Payment-out,485,"ANUSRI TEX ,KOMARAPALAYAM",506,Cash,12375.0,0,-
2023-10-13,Expense,1891,"","",Cash,1030.0,0,-
2023-10-13,Expense,1890,"","",Cash,240.0,0,-
2023-10-13,Expense,1889,"","",Cash,170.0,0,-
2023-10-13,Expense,1888,"","",Cash,40.0,0,-
2023-10-13,Expense,1887,"","",Cash,50.0,0,-
2023-10-13,Expense,1886,"","",Cash,40.0,0,-
2023-10-13,Sales Invoice,SKT001667,Cash Sale,"",Cash,0,1440.0,-
2023-10-12,Expense,1885,"","",Cash,210.0,0,-
2023-10-12,Expense,1884,"","",Cash,1300.0,0,-
2023-10-12,Expense,1883,"","",Cash,20.0,0,-
2023-10-12,Expense,1882,"","",Cash,30.0,0,-
2023-10-12,Expense,1881,"","",Cheque,40.0,0,-
2023-10-12,Expense,1880,"","",Cheque,16413.0,0,-
2023-10-12,Payment-in,1161,"MK DECORS , Chennai","SKT001608, SKT001598",Cheque,0,16734.0,-
2023-10-12,Expense,1879,"","",Cheque,610.0,0,-
2023-10-11,Expense,1878,"","",Cash,500.0,0,-
2023-10-11,Add Money,149,"","",Cash,0,350.0,-
2023-10-11,Payment-in,1160,"LABDHEE ENTERPRISES , Chennai",SKT001666,Cash,0,5490.0,-
2023-10-10,Expense,1877,"","",Cash,30.0,0,-
2023-10-10,Expense,1876,"","",Cash,420.0,0,-
2023-10-10,Expense,1875,"","",Cash,40.0,0,-
2023-10-10,Expense,1874,"","",Cash,40.0,0,-
2023-10-09,Payment-out,484,"BANKE BIHARI METAL WORKS ,Aligarh","532, 457",Cash,100000.0,0,-
2023-10-09,Expense,1873,"","",Cash,1000.0,0,-
2023-10-09,Expense,1872,"","",Cash,500.0,0,-
2023-10-09,Expense,1871,"","",Cash,40.0,0,-
2023-10-09,Expense,1870,"","",Cash,4100.0,0,-
2023-10-09,Payment-in,1159,"PATEL IMPEX , Chennai",SKT001661,Cash,0,2280.0,-
2023-10-09,Payment-in,1158,"NFS , UTHUKOTTAI",SKT001663,Cash,0,2490.0,-
2023-10-08,Payment-in,1157,"JAGDAMBA FANCY STORE , THOLUDUR","",Cash,0,21800.0,-
2023-10-07,Expense,1869,"","",Bank,15000.0,0,-
2023-10-07,Expense,1868,"","",Cash,60.0,0,-
2023-10-07,Expense,1867,"","",Cash,200.0,0,-
2023-10-07,Payment-in,1156,"SANTHOSH TOYS & GIFTS , VRIDDHACHALAM-,","SKT001512, SKT001492",Online,0,5014.0,-
2023-10-07,Expense,1866,"","",Cash,2000.0,0,-
2023-10-07,Expense,1865,"","",Cash,10000.0,0,-
2023-10-07,Expense,1864,"","",Cash,10000.0,0,-
2023-10-07,Expense,1863,"","",Bank,15000.0,0,-
2023-10-07,Expense,1862,"","",Bank,15.0,0,-
2023-10-07,Payment-out,483,"SUMEET TEXILES , KARUR",508,Online,7920.0,0,-
2023-10-07,Payment-out,482,"SUMEET TEXILES , KARUR",508,Online,8316.0,0,-
2023-10-07,Payment-out,481,"RAMDEV TRADING COMPANY , AHMEDABAD",498,Online,16380.0,0,-
2023-10-07,Payment-out,480,"RAMDEV TRADING COMPANY , AHMEDABAD","498, 493",Cash,15600.0,0,-
2023-10-07,Payment-out,479,"EKTA FABRICS(KRISHNA) , AHMEDABAD","516, 352",Online,23961.0,0,-
2023-10-07,Add Money,148,"","",Bank,0,94000.0,-
2023-10-07,Reduce Money,137,"","",Cash,94000.0,0,-
2023-10-07,Payment-in,1155,"37 CREATIONS, Chennai","SKT001602, SKT001594",Online,0,3900.0,-
2023-10-07,Reduce Money,136,"","",Cash,400.0,0,-
2023-10-07,Expense,1861,"","",Cash,5500.0,0,-
2023-10-06,Add Money,147,"","",Cash,0,9480.0,-
2023-10-06,Expense,1860,"","",Cash,300.0,0,-
2023-10-06,Reduce Money,135,"","",Bank,9500.0,0,-
2023-10-06,Expense,1859,"","",Cash,500.0,0,-
2023-10-06,Expense,1858,"","",Bank,15500.0,0,-
2023-10-06,Expense,1857,"","",Cash,100.0,0,-
2023-10-06,Expense,1856,"","",Cash,60.0,0,-
2023-10-06,Add Money,146,"","",Bank,0,9480.0,-
2023-10-06,Reduce Money,134,"","",Cash,9480.0,0,-
2023-10-06,Expense,1855,"","",Cash,320.0,0,-
2023-10-06,Expense,1854,"","",Cash,600.0,0,-
2023-10-06,Payment-in,1154,"SHREE MAHAVEER STORE , TIRUKOVILUR","SKT001479, SKT001442",Cash,0,20382.39,-
2023-10-05,Expense,1853,"","",Cash,50.0,0,-
2023-10-05,Expense,1852,"","",Cash,210.0,0,-
2023-10-05,Expense,1851,"","",Cash,140.0,0,-
2023-10-05,Payment-in,1153,"RR ENTERPRISES , PONDICHERRY","SKT001198, SKT001113",Cash,0,23200.0,-
2023-10-05,Payment-in,1152,BISMI CUT PIECE. Thiruvannamalai,"SKT001513, SKT001403, SKT001366",Cash,0,20000.0,-
2023-10-05,Payment-in,1151,BISMI CUT PIECE. Thiruvannamalai,SKT001252,Cheque,0,5000.0,-
2023-10-05,Payment-in,1150,"RR GIFTS ,  CUDDALORE","SKT001429, SKT001293",Cash,0,10000.0,-
2023-10-04,Expense,1850,"","",Cash,300.0,0,-
2023-10-04,Expense,1849,"","",Cash,220.0,0,-
2023-10-04,Expense,1848,"","",Cash,100.0,0,-
2023-10-04,Expense,1847,"","",Cash,1000.0,0,-
2023-10-04,Expense,1846,"","",Cash,60.0,0,-
2023-10-04,Payment-in,1149,"MATAJI BANGLES , CHIDAMBARAM",SKT001592,Cash,0,13300.0,-
2023-10-04,Payment-out,478,"BALAMURUGAN TEXTILES , Erode","534, 475",Cheque,18000.0,0,-
2023-10-04,Payment-in,1148,"AJ TEXTILES , Villupram","",Cash,0,15000.0,-
2023-10-04,Payment-in,1147,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001618, SKT001579, SKT001574",Cash,0,6950.0,-
2023-10-04,Payment-in,1146,"JAGDISH AGENCY , Chennai",SKT001651,Cash,0,1610.0,-
2023-10-04,Payment-in,1145,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI","SKT001571, SKT001452",Cash,0,10000.0,-
2023-10-04,Payment-in,1144,"THAJ CUTPIECE CENTER, Vilupuram","SKT001779, SKT001756, SKT001736",Cash,0,39340.0,-
2023-10-04,Payment-in,1143,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM",SKT001596,Cheque,0,1300.0,-
2023-10-04,Payment-in,1142,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM","SKT002043, SKT001983",Cash,0,5000.0,-
2023-10-04,Payment-in,1141,RAJARAM BANGLES. JAYANKONDAM,"SKT001459, SKT001436",Cash,0,20000.0,-
2023-10-04,Payment-in,1140,"SANJAY FANCY STORE , Nagapattinam",SKT001610,Cash,0,10000.0,-
2023-10-03,Expense,1845,"","",Cash,20.0,0,-
2023-10-03,Expense,1844,"","",Cash,120.0,0,-
2023-10-03,Expense,1843,"","",Cash,40.0,0,-
2023-10-03,Payment-in,1139,"SANGEETHA FASHIONS , THANJAVUR","SKT001624, SKT001498",Cash,0,15000.0,-
2023-10-03,Payment-in,1138,"BISMI CUT PIECE, THANJAUR","SKT001612, SKT001526",Cash,0,20000.0,-
2023-10-03,Payment-in,1137,"RAJA CUT PIECE , KALLAKURICHI","",Cash,0,5000.0,-
2023-10-03,Payment-in,1136,"RANUJA FANCY STORE , MANNARGUDI","SKT001578, SKT001496",Cash,0,5000.0,-
2023-10-03,Payment-in,1135,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001576, SKT001497, SKT001450",Cheque,0,25000.0,-
2023-10-03,Payment-in,1134,"KRISHNA NOVELTY , Attur","",Cheque,0,10000.0,-
2023-10-03,Payment-in,1133,"SHUNDA TRADERS , Salem",SKT001338,Cash,0,20000.0,-
2023-10-02,Payment-in,1132,"SHIV SHAKTI FANCY STORE , PATTUKOTTAI,",SKT001609,Cash,0,5000.0,-
2023-10-02,Payment-in,1131,"ANANTHAM TEXTILES, Pattukottai","SKT001409, SKT001393",Cash,0,15000.0,-
2023-10-02,Payment-in,1130,"BISMI CUT PIECE, PATTUKOTTAI","SKT001451, SKT001420",Cash,0,20000.0,-
2023-10-02,Expense,1842,"","",Bank,1335.0,0,-
2023-10-02,Expense,1841,"","",Cash,11500.0,0,-
2023-10-02,Expense,1840,"","",Cash,500.0,0,-
2023-10-02,Expense,1839,"","",Cash,60.0,0,-
2023-10-02,Expense,1838,"","",Cash,270.0,0,-
2023-10-02,Expense,1837,"","",Bank,1000.0,0,-
2023-10-02,Expense,1836,"","",Bank,2000.0,0,-
2023-10-02,Expense,1835,"","",Cash,500.0,0,-
2023-10-02,Payment-in,1129,"USHA NX , Trichy","SKT001611, SKT001591, SKT001542, SKT001416",Cash,0,66000.0,-
2023-09-30,Payment-in,1128,"KAVITA STORES , Karaikal, Puducherry","SKT001626, SKT001547, SKT001456",Online,0,30000.0,-
2023-09-30,Expense,1834,"","",Cash,60.0,0,-
2023-09-30,Expense,1833,"","",Cash,300.0,0,-
2023-09-30,Expense,1832,"","",Cash,70.0,0,-
2023-09-30,Expense,1831,"","",Bank,160.0,0,-
2023-09-30,Expense,1830,"","",Cash,30.0,0,-
2023-09-29,Expense,1829,"","",Bank,15.0,0,-
2023-09-29,Expense,1828,"","",Cash,50.0,0,-
2023-09-29,Add Money,145,"","",Cash,0,1000.0,-
2023-09-29,Expense,1827,"","",Bank,530.0,0,-
2023-09-29,Expense,1826,"","",Bank,160.0,0,-
2023-09-29,Expense,1825,"","",Cash,180.0,0,-
2023-09-29,Expense,1824,"","",Cash,60.0,0,-
2023-09-29,Expense,1823,"","",Cash,150.0,0,-
2023-09-29,Payment-in,1127,"JAGDISH AGENCY , Chennai","SKT001645, SKT001632, SKT001601",Cash,0,2920.0,-
2023-09-29,Add Money,144,"","",Cash,0,1020.0,-
2023-09-28,Expense,1822,"","",Bank,160.0,0,-
2023-09-28,Payment-out,477,"VIVEK CAP AGENCY , Chennai","334, 329",Cash,25200.0,0,-
2023-09-28,Expense,1821,"","",Cash,1500.0,0,-
2023-09-28,Expense,1820,"","",Cash,60.0,0,-
2023-09-28,Expense,1819,"","",Cash,2200.0,0,-
2023-09-28,Payment-in,1126,"BALAJI CAP HOUSE, Chennai",SKT001529,Cash,0,12960.0,-
2023-09-27,Payment-out,476,"HIRA MOTI MILLS , AHMEDABAD","497, 381",Online,33429.0,0,-
2023-09-27,Add Money,143,"","",Cash,0,180.0,-
2023-09-27,Expense,1818,"","",Cash,350.0,0,-
2023-09-27,Expense,1817,"","",Bank,160.0,0,-
2023-09-27,Expense,1816,"","",Cash,50.0,0,-
2023-09-27,Expense,1815,"","",Cash,40.0,0,-
2023-09-27,Expense,1814,"","",Cash,300.0,0,-
2023-09-26,Expense,1813,"","",Cash,50.0,0,-
2023-09-26,Expense,1812,"","",Cash,240.0,0,-
2023-09-26,Expense,1811,"","",Bank,30.0,0,-
2023-09-26,Expense,1810,"","",Cash,140.0,0,-
2023-09-26,Expense,1809,"","",Cash,1000.0,0,-
2023-09-26,Reduce Money,133,"","",Bank,27417.0,0,-
2023-09-26,Add Money,142,"","",Bank,0,27417.0,-
2023-09-26,Reduce Money,132,"","",Bank,5100.0,0,-
2023-09-26,Add Money,141,"","",Bank,0,5100.0,-
2023-09-26,Payment-in,1125,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001589, SKT001387",Online,0,17187.0,-
2023-09-26,Payment-out,475,"BALAMURUGAN TEXTILES , Erode",475,Online,17187.0,0,-
2023-09-26,Expense,1808,"","",Cash,4740.0,0,-
2023-09-26,Expense,1807,"","",Cash,200.0,0,-
2023-09-26,Expense,1806,"","",Bank,160.0,0,-
2023-09-26,Expense,1805,"","",Cash,10000.0,0,-
2023-09-26,Expense,1804,"","",Cash,10000.0,0,-
2023-09-26,Expense,1803,"","",Cash,15000.0,0,-
2023-09-26,Expense,1802,"","",Bank,400.0,0,-
2023-09-26,Payment-in,1124,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001604, SKT001599, SKT001589, SKT001551, SKT001545, SKT001538, SKT001534, SKT001522, SKT001521, SKT001511",Cash,0,100000.0,-
2023-09-25,Payment-out,474,KIRAN LONE BOI,"",Online,8000.0,0,-
2023-09-25,Expense,1801,"","",Cash,140.0,0,-
2023-09-25,Expense,1798,"","",Cash,450.0,0,-
2023-09-24,Payment-in,1123,"37 CREATIONS, Chennai","SKT001635, SKT001594",Cheque,0,4845.0,-
2023-09-24,Payment-in,1122,"37 CREATIONS, Chennai",SKT001635,Cheque,0,1232.0,-
2023-09-23,Payment-in,1121,"RAJA CUT PIECE , KALLAKURICHI","SKT001443, SKT001412",Cheque,0,5000.0,-
2023-09-23,Expense,1797,"","",Cash,50.0,0,-
2023-09-22,Expense,1800,"","",Cash,30.0,0,-
2023-09-22,Payment-out,473,"K.L.M TEXTILES , Erode","521, 452",Cheque,33406.0,0,-
2023-09-21,Expense,1799,"","",Cash,50.0,0,-
2023-09-21,Expense,1796,"","",Cash,490.0,0,-
2023-09-21,Expense,1795,"","",Cash,120.0,0,-
2023-09-21,Payment-in,1120,"SRI RAM ENTERPRISES , Karnataka,","",Cheque,0,14280.0,-
2023-09-21,Payment-in,1119,"SRI RAM ENTERPRISES , Karnataka,","",Online,0,13100.0,-
2023-09-20,Expense,1794,"","",Cash,2000.0,0,-
2023-09-20,Expense,1793,"","",Cash,150.0,0,-
2023-09-20,Expense,1792,"","",Cash,220.0,0,-
2023-09-20,Payment-in,1118,"DIAMOND FANCY STORE , VANDAVASI","SKT001435, SKT001395, SKT001333",Online,0,10000.0,-
2023-09-18,Expense,1791,"","",Cash,200.0,0,-
2023-09-18,Payment-out,472,"BANKE BIHARI METAL WORKS ,Aligarh","456, 455, 448, 411, 394, 393",Cash,101500.0,0,-
2023-09-16,Expense,1790,"","",Cash,100.0,0,-
2023-09-16,Expense,1789,"","",Cash,500.0,0,-
2023-09-16,Expense,1788,"","",Cash,60.0,0,-
2023-09-16,Expense,1787,"","",Cash,30.0,0,-
2023-09-16,Expense,1786,"","",Cash,210.0,0,-
2023-09-16,Expense,1785,"","",Bank,100.0,0,-
2023-09-16,Payment-in,1117,"37 CREATIONS, Chennai","SKT001594, SKT001544",Online,0,2000.0,-
2023-09-15,Payment-in,1116,"RAJA CUT PIECE , KALLAKURICHI",SKT001412,Online,0,5000.0,-
2023-09-15,Expense,1784,"","",Cash,140.0,0,-
2023-09-15,Expense,1783,"","",Cash,60.0,0,-
2023-09-15,Expense,1782,"","",Cash,350.0,0,-
2023-09-14,Expense,1781,"","",Cash,400.0,0,-
2023-09-14,Expense,1780,"","",Cash,40.0,0,-
2023-09-14,Expense,1779,"","",Cash,400.0,0,-
2023-09-14,Expense,1778,"","",Bank,100.0,0,-
2023-09-14,Expense,1777,"","",Cash,600.0,0,-
2023-09-14,Expense,1776,"","",Cash,100.0,0,-
2023-09-14,Expense,1775,"","",Cash,150.0,0,-
2023-09-14,Expense,1774,"","",Cash,50.0,0,-
2023-09-14,Payment-in,1115,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001511, SKT001480, SKT001468",Cash,0,22745.0,-
2023-09-14,Payment-out,471,"ASHOKAA. , Komarapalayam","522, 519",Cash,22745.0,0,-
2023-09-14,Payment-in,1114,"LABDHEE ENTERPRISES , Chennai","SKT001590, SKT001549, SKT001541",Cash,0,6620.0,-
2023-09-13,Payment-out,470,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","523, 517, 438, 429, 428, 335",Cash,150000.0,0,-
2023-09-13,Payment-out,469,"EKTA FABRICS(KRISHNA) , AHMEDABAD","516, 487",Cash,51400.0,0,-
2023-09-13,Expense,1773,"","",Cash,100.0,0,-
2023-09-13,Expense,1772,"","",Cash,300.0,0,-
2023-09-13,Expense,1771,"","",Cash,30.0,0,-
2023-09-13,Expense,1770,"","",Cash,200.0,0,-
2023-09-13,Expense,1769,"","",Cash,400.0,0,-
2023-09-13,Add Money,140,"","",Bank,0,11780.0,-
2023-09-13,Reduce Money,131,"","",Bank,11780.0,0,-
2023-09-13,Reduce Money,130,"","",Bank,21000.0,0,-
2023-09-13,Add Money,139,"","",Cash,0,21000.0,-
2023-09-13,Payment-in,1113,"37 CREATIONS, Chennai","SKT001572, SKT001544",Online,0,3650.0,-
2023-09-12,Expense,1768,"","",Cash,140.0,0,-
2023-09-12,Expense,1767,"","",Cash,100.0,0,-
2023-09-12,Expense,1766,"","",Cash,30.0,0,-
2023-09-12,Expense,1765,"","",Cash,60.0,0,-
2023-09-12,Payment-out,468,"SUMEET TEXILES , KARUR",520,Online,7920.0,0,-
2023-09-12,Payment-out,467,"NANAK TRADERS(KUNAL),  AHMEDABAD",501,Online,33818.0,0,-
